Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
2,96,Undirected,7930,Liberty Bridge,,10,,,,,40 mph,yes,,"[54223914, 176392004]",FALSE,Liberty Bridge,31.803,4,trunk,"LINESTRING (584886.4502421573 4475873.341712274, 584893.3003483923 4475887.229636267, 584900.7374098361 4475901.72370124)",10
2,2,Undirected,7931,Liberty Tunnels,,10,,,,yes,40 mph,yes,,"[54223864, 54223916, 54223917, 318681966]",TRUE,Liberty Tunnels,1855.901,2,trunk,"LINESTRING (584886.4502421573 4475873.341712274, 584880.9461920348 4475869.438229332, 584874.2909118027 4475863.812073369, 584869.768497744 4475859.375741945, 584865.04590396 4475851.639987972, 584043.7068876796 4474255.790599288, 584039.8376813735 4474248.209320396, 584036.1013546836 4474240.884867311, 584033.5490194662 4474235.427634454, 584031.5585133157 4474229.810177465)",10
0,0,Undirected,8042,Maple Avenue,,10,,,,,,yes,,"[11734764, 54455398, 54455399]",FALSE,Maple Avenue,234.419,,residential,"LINESTRING (584141.2480111852 4480369.903621465, 584103.1414362498 4480516.626858847, 584099.3518710997 4480530.183719615, 584099.0332171008 4480531.379110429, 584081.5850647571 4480596.249473813)",10
1,65,Undirected,8140,Liberty Bridge,,10,,,,,40 mph,yes,,"[54293040, 108295614, 54300583]",FALSE,Liberty Bridge,233.337,4,trunk,"LINESTRING (585274.6082706667 4476631.412043299, 585274.2446806516 4476630.564185095, 585264.9720039656 4476610.531320001, 585227.2319210367 4476536.73160325, 585205.3747379861 4476493.941776383, 585169.0537167527 4476423.555615763)",10
64,1,Undirected,8184,Crosstown Boulevard,,10,,,,,40 mph,yes,I 579,"[54313944, 54313946]",TRUE,Crosstown Boulevard,20.267,2,motorway,"LINESTRING (585347.2708017169 4476968.750566004, 585350.7398551266 4476977.704662678, 585354.5795520586 4476987.628822372)",10
65,96,Undirected,8242,Liberty Bridge,,10,,,,,40 mph,yes,,11699822,FALSE,Liberty Bridge,587.261,4,trunk,"LINESTRING (585169.0537167527 4476423.555615763, 584900.7374098361 4475901.72370124)",10
65,66,Undirected,8243,,,10,,,,,,yes,,"[54293012, 108296782]",TRUE,,189.333,"['1', '2']",trunk_link,"LINESTRING (585169.0537167527 4476423.555615763, 585187.9405787204 4476441.876997321, 585194.6626768063 4476450.512741618, 585204.6639594485 4476467.678484324, 585212.3071821388 4476482.586006291, 585265.0230627802 4476585.175909406)",10
66,74,Undirected,8260,,,10,,,,,,yes,,54293034,TRUE,,42.043,1,motorway_link,"LINESTRING (585265.0230627802 4476585.175909406, 585270.1124536331 4476590.418269046, 585273.3087287254 4476593.5519883, 585275.9308834815 4476595.702235509, 585278.4512405026 4476597.107519515, 585282.2099226573 4476598.526900857, 585285.9640238073 4476598.858277778, 585289.8757234513 4476598.758489414, 585301.8045835053 4476595.597136658)",10
66,67,Undirected,8261,,,10,,,,,,yes,,108296786,TRUE,,27.956,1,trunk_link,"LINESTRING (585265.0230627802 4476585.175909406, 585268.0171813852 4476594.146752635, 585268.881152096 4476598.730434051, 585269.2714109808 4476603.197708162, 585268.6822338304 4476608.009084865, 585267.4289433467 4476612.291128969)",10
67,72,Undirected,8269,Boulevard of the Allies,,10,,,,,,yes,,64890121,TRUE,Boulevard of the Allies,98.019,1,primary,"LINESTRING (585267.4289433467 4476612.291128969, 585266.2024374631 4476614.219944666, 585264.4915929477 4476616.220959159, 585261.3182398027 4476618.527274895, 585256.8141523039 4476620.7407367, 585194.3061297804 4476644.486399379, 585177.0719361834 4476647.23234791)",10
67,74,Undirected,8270,,,10,,,,,,yes,,108296787,TRUE,,38.264,1,motorway_link,"LINESTRING (585267.4289433467 4476612.291128969, 585277.1227795028 4476608.737947888, 585287.7566712361 4476603.829987412, 585301.8045835053 4476595.597136658)",10
68,83,Undirected,8286,P J McArdle Roadway,,10,,,,,,yes,,"[54226633, 54226634]",FALSE,P J McArdle Roadway,370.115,2,secondary,"LINESTRING (585044.8721794013 4475856.95367255, 585097.7583201751 4475824.893308332, 585129.157567295 4475805.367067173, 585166.6785780042 4475787.653470384, 585213.6840506042 4475775.953930672, 585267.7142170438 4475747.10499246, 585329.6095756089 4475727.915532617, 585362.0141237782 4475718.537414529, 585376.4155601666 4475718.146397541, 585384.1465823223 4475718.689644732)",10
68,2,Undirected,8287,"['McArdle Roadway', 'P J McArdle Roadway']",,10,,,,,,yes,,"[264553392, 108293235, 108293236]",TRUE,"['McArdle Roadway', 'P J McArdle Roadway']",100.086,2,secondary,"LINESTRING (585044.8721794013 4475856.95367255, 585038.0416150002 4475863.79241998, 585025.3282788052 4475870.952975514, 585013.8475287368 4475877.150599442, 585008.9321437614 4475879.692597862, 585005.9024738164 4475881.279054592, 585003.6104840125 4475882.152279869, 585000.7520565968 4475882.85255723, 584997.1566603973 4475883.455663842, 584993.4903362324 4475883.580601059, 584990.0644175863 4475883.452931115, 584987.3036580926 4475883.021963338, 584983.813356134 4475881.838918934, 584980.4859828381 4475880.502302235, 584976.6766939159 4475878.272098156, 584974.2540009423 4475876.45727549, 584970.0681833386 4475872.268932689, 584968.6263870022 4475869.987868131, 584966.1081688633 4475865.374375082, 584965.2271466649 4475863.765762609, 584963.674395117 4475860.795145105, 584963.1097922011 4475859.711893338)",10
2,68,Undirected,8293,"['McArdle Roadway', 'P J McArdle Roadway']",,10,,,,,,yes,,"[108293233, 55083650]",TRUE,"['McArdle Roadway', 'P J McArdle Roadway']",87.478,1,secondary,"LINESTRING (584973.1010479326 4475853.941363739, 584974.6040840545 4475857.555309233, 584977.5605154947 4475864.671622885, 584979.072659051 4475868.230164995, 584980.3568097568 4475870.198600473, 584982.2130639969 4475871.8404779, 584984.5630649234 4475873.332533812, 584986.6641291941 4475874.333299031, 584989.2675487912 4475875.173239253, 584992.3572400409 4475875.774461733, 584995.1216532185 4475875.883527827, 584998.1459553899 4475875.518176263, 585000.3494700511 4475874.965890609, 585002.8355517979 4475874.183678401, 585007.7432568171 4475872.318783351, 585032.7794699267 4475860.257920061, 585044.8721794013 4475856.95367255)",10
2,2,Undirected,8455,East Sycamore Street,,10,,,,,,yes,,"[54226627, 54851926, 54851927]",FALSE,East Sycamore Street,766.14,,tertiary,"LINESTRING (584774.3433991129 4475994.489283755, 584767.6027926262 4475984.41053692, 584756.7629462429 4475977.482672242, 584744.4513906996 4475979.164076495, 584719.7163505487 4475992.428253367, 584697.6869903896 4476004.246588016, 584671.2315214033 4476014.371942025, 584616.6777422957 4476034.382341832, 584609.3323543201 4476035.77590038, 584601.0335159376 4476033.7061232, 584574.0034866724 4476000.806880059, 584562.7053206384 4475993.885228522, 584540.8747920904 4475986.600522853, 584514.0740540824 4475982.223931148, 584498.6176084969 4475980.684127998, 584485.4376591335 4475979.636288338, 584477.2948708343 4475975.003956915, 584471.9598561726 4475963.620251955, 584469.0549931168 4475939.097531749, 584465.6356258777 4475919.575803975, 584460.3926347919 4475900.022422338, 584442.5111194464 4475871.256664925, 584437.6545409641 4475858.057730756, 584432.5237407911 4475828.536467623, 584431.8188881726 4475821.823204299, 584429.3751912533 4475816.589055422, 584424.8584516225 4475813.129998694, 584420.0750175746 4475813.764403029, 584415.2508202407 4475818.017448292, 584413.0090138102 4475824.231251494, 584401.1798117011 4475904.339831086, 584398.716833148 4475912.116462396, 584394.2988981487 4475920.226325091, 584384.0410086259 4475930.89038256, 584374.9521057487 4475935.683807842, 584273.5752323043 4475989.162466547)",10
1,64,Undirected,8612,,,10,,,,,,yes,,"[54301424, 54293020]",TRUE,,393.992,1,motorway_link,"LINESTRING (585306.1305095315 4476610.522503206, 585288.2144243224 4476622.485842543, 585282.303180601 4476626.848076482, 585277.6153228011 4476631.046615547, 585273.619679977 4476635.541677486, 585270.5056102698 4476639.347376479, 585266.7362177016 4476644.833057172, 585264.0530931742 4476649.531789474, 585261.8822801844 4476653.936610828, 585259.3203576268 4476660.657210496, 585257.9104951007 4476665.281623043, 585256.9348560967 4476670.510462461, 585256.5337109814 4476676.689473731, 585256.2876529698 4476683.403125558, 585256.4855428612 4476689.866493579, 585257.1548454899 4476695.902265229, 585258.8660602291 4476705.047233977, 585260.5012807073 4476712.670422766, 585263.9191309038 4476725.398422236, 585277.1818628525 4476768.234943468, 585293.7773139705 4476820.823320804, 585319.611284848 4476900.849052254, 585333.7316594395 4476937.58960126, 585347.2708017169 4476968.750566004)",10
1,1,Undirected,8613,,,10,,,,,,yes,,"[54293036, 54310981, 54310982, 54301415]",TRUE,,229.983,1,motorway_link,"LINESTRING (585306.1305095315 4476610.522503206, 585284.8466394009 4476619.516687422, 585276.5492701861 4476624.095997202, 585266.990200686 4476629.970941231, 585259.0584847863 4476635.964331367, 585251.823538899 4476641.854642868, 585245.0715711415 4476648.53866845, 585240.5703631861 4476653.483159119, 585235.7463945114 4476659.955997126, 585231.7656492288 4476666.127587426, 585228.7066059909 4476671.810094835, 585225.6135564661 4476678.990928828, 585223.2976193136 4476684.970533033, 585221.1974297253 4476692.11825731, 585220.0281534649 4476697.966586261, 585219.3469167067 4476704.908421224, 585218.9015230215 4476711.997259574, 585219.2221615053 4476715.875355919, 585219.8010554882 4476720.167148333, 585220.7532415842 4476723.708280371, 585221.8840230119 4476726.463232577, 585223.4416584944 4476728.978806342, 585226.4344813605 4476732.842896703, 585227.92055848 4476734.191992192, 585231.015493743 4476736.536330653, 585234.1859831937 4476738.204334082, 585237.361396894 4476739.439433538, 585239.8220688615 4476740.12242457, 585242.4137524335 4476740.473859947, 585246.2814536793 4476740.506769062, 585249.6991105995 4476739.83515958, 585252.3145602102 4476738.843578318, 585255.6400409075 4476737.327202864, 585258.4505499366 4476735.594038077, 585262.0034844837 4476732.72586188, 585264.2116645027 4476730.253139942, 585265.4484023234 4476728.169018496, 585266.5455029004 4476725.683651202, 585267.6311337731 4476719.734462157, 585269.6028087258 4476709.721080508)",10
4,138,Undirected,8645,,,10,,,,,,yes,,"[54582160, 54582159]",TRUE,,138.84,,motorway_link,"LINESTRING (592240.3987789839 4483061.031194636, 592246.9790255337 4483058.037133601, 592260.9549410243 4483049.161474419, 592275.6174629027 4483040.283212719, 592288.865218044 4483034.784720852, 592307.3725917218 4483027.541564515, 592317.2136294694 4483022.001061841, 592324.1111602677 4483015.969041806, 592328.9885662741 4483007.425236846, 592331.809630375 4482999.988441796, 592331.5755162057 4482991.492534978, 592330.9427481167 4482985.078877592, 592328.9435223308 4482974.696040599)",10
69,4,Undirected,8654,Highland Park Bridge,,10,,,,,45 mph,yes,Green Belt;Blue Belt,"[54582168, 54582169, 54582170, 28388331]",TRUE,Highland Park Bridge,100.152,2,motorway,"LINESTRING (592337.8070867762 4482972.129925097, 592339.5921708726 4482977.203372949, 592345.5263691682 4482993.585476576, 592351.7285674654 4483006.795729564, 592358.4163415348 4483017.747182515, 592363.3267759765 4483025.057438481, 592380.5693562224 4483046.78611578, 592388.9596320919 4483057.136924676)",10
69,4,Undirected,8655,,,10,,,,,,yes,,"[54582152, 54582161]",TRUE,,248.045,1,motorway_link,"LINESTRING (592337.8070867762 4482972.129925097, 592340.5074265851 4482977.214676863, 592345.8698013546 4482984.308461737, 592352.8536047402 4482989.823593653, 592360.1051819655 4482991.500754418, 592368.9891972773 4482990.022923005, 592377.686233843 4482985.156686973, 592398.3762587835 4482966.605593201, 592429.0166735775 4482934.377790996, 592442.4187217366 4482916.425043816, 592462.7913076672 4482887.245595533, 592475.2363381592 4482873.355497302, 592486.2610613273 4482864.65468111, 592514.9259903738 4482844.181984711)",10
4,5,Undirected,8677,"['Freeport Road', 'Main Street']",,10,,,,,25 mph,yes,,"[11828160, 533017976, 11703853, 533017975]",FALSE,"['Freeport Road', 'Main Street']",237.126,2,secondary,"LINESTRING (592232.1674288134 4483061.828904645, 592223.0484499151 4483062.438042852, 592183.4637729238 4483065.413677633, 592078.1370942723 4483072.153573443, 592047.4700214961 4483077.115991482, 592016.2439679434 4483084.802738741, 591996.7520643517 4483089.436628307)",10
4,138,Undirected,8678,,,10,,,,,15 mph,yes,,"[54582158, 54582164, 54582165, 54582166]",TRUE,,256.224,,motorway_link,"LINESTRING (592317.7044767939 4483037.849649865, 592305.5250217372 4483048.124030343, 592298.1113757993 4483059.57856357, 592295.912530433 4483072.229880752, 592296.676646675 4483083.796476211, 592300.8616060785 4483094.261800108, 592307.5913076428 4483101.816520383, 592317.2980620546 4483107.143202897, 592329.7950977923 4483108.207889627, 592341.6420590772 4483105.63421941, 592350.8023248189 4483100.307393813, 592357.9593407023 4483091.791766394, 592361.4974455044 4483081.199774064, 592362.0558587993 4483073.046714405, 592359.4696881622 4483061.468702593, 592348.895807368 4483033.705250446, 592341.4102525195 4483013.917876635, 592332.708888034 4482984.823138984, 592328.9435223308 4482974.696040599)",10
2,3,Undirected,8921,"['Arch Street', 'Chestnut Street']",,10,,,,,,yes,,"[11953408, 163958172, 11831998]",FALSE,"['Arch Street', 'Chestnut Street']",147.403,2,tertiary,"LINESTRING (577745.4145373366 4473802.142894263, 577739.9839177695 4473809.491113325, 577726.885161456 4473827.206106707, 577720.0798828623 4473839.469038395, 577715.6809923737 4473850.435869862, 577696.8157381592 4473907.933481897, 577694.6455169948 4473918.379459065, 577693.3688542063 4473927.757875908, 577692.8030576999 4473937.321278671)",10
70,71,Undirected,8975,,,10,,,,,40 mph,yes,,"[54293026, 54301439]",TRUE,,557.612,1,motorway_link,"LINESTRING (585338.133082621 4476981.602006535, 585307.6915766303 4476908.462203003, 585289.8905047607 4476873.13410869, 585269.3737853839 4476836.409657268, 585235.6170218018 4476783.903594277, 585228.4750433025 4476771.943651594, 585223.0526812738 4476761.679616806, 585218.792776067 4476751.384403839, 585216.5190318873 4476744.708696447, 585213.8102609671 4476736.007555222, 585212.7175049176 4476730.655268718, 585211.6317734156 4476723.193763554, 585210.9659949937 4476717.590998042, 585210.6604587082 4476710.893274538, 585211.0765898963 4476703.393344899, 585211.938836052 4476696.198232142, 585213.3959306685 4476688.909971578, 585215.6442147467 4476681.419781166, 585218.2530449734 4476674.300044588, 585220.1864679136 4476669.881409286, 585223.5420879351 4476663.480670231, 585226.5221648593 4476658.7742008, 585230.9198980969 4476652.48523453, 585234.2335659367 4476648.282133995, 585239.2370834571 4476643.176831265, 585244.3575824449 4476638.228284838, 585250.4266430073 4476633.412653119, 585257.4141298278 4476628.396548232, 585265.6961440025 4476622.928917074, 585273.3023233936 4476618.708079881, 585282.4426668326 4476613.849721608, 585301.9587944133 4476603.658635302, 585347.347801073 4476583.015978818, 585398.7118565261 4476559.888335498)",10
70,1,Undirected,8976,,,10,,,,,40 mph,yes,,"[54310984, 54310979, 54293038]",TRUE,,282.556,1,motorway_link,"LINESTRING (585338.133082621 4476981.602006535, 585313.2076630068 4476903.773546511, 585283.8930168892 4476820.266722434, 585276.9101111807 4476794.34275743, 585273.2617866892 4476775.039992633, 585271.6213486829 4476758.935136308, 585270.3087231059 4476734.896385944, 585269.6028087258 4476709.721080508)",10
2,2,Undirected,9005,Saw Mill Run Boulevard,,10,,,,,35 mph,yes,PA 51,"[503625253, 472094246]",FALSE,Saw Mill Run Boulevard,215.421,2,trunk,"LINESTRING (585266.6747658717 4470565.484950142, 585281.896481505 4470544.576196143, 585355.7703278188 4470450.764774644, 585370.4594328011 4470431.193412201, 585380.3266221544 4470413.843030497, 585391.8614829611 4470390.949796779)",10
71,143,Undirected,9068,Boulevard of the Allies,,10,,,,,40 mph,yes,PA 885,"[54293048, 590848499, 28685679]",TRUE,Boulevard of the Allies,1630.875,2,"['motorway', 'trunk']","LINESTRING (585398.7118565261 4476559.888335498, 585472.1543973729 4476532.538954074, 585497.9634567233 4476523.996587687, 585526.7062437293 4476517.06422385, 585554.0530853643 4476513.524213561, 585611.8628369549 4476512.141905951, 585727.6717213078 4476512.111784724, 585775.9315226977 4476514.284995425, 585852.7016166283 4476521.703181047, 585913.3780069299 4476528.515723798, 585959.2646416671 4476534.937020992, 585993.3218214414 4476540.989676692, 586121.7943293096 4476567.621660077, 586187.4632960662 4476582.831141569, 586224.2011884984 4476590.314501126, 586354.8418873544 4476614.166772533, 586572.2438282692 4476651.235234522, 586697.9959284735 4476671.47343406, 586960.2864965019 4476710.649308791, 587008.3087492118 4476717.823482997)",10
