id,osm_node_id,lat,lon,osm_label,neighborhood
304,104380713,40.5218346,-80.0916608,,
305,104380867,40.3613806,-80.0811366,,
306,104380886,40.3617883,-80.08275,,
307,104380918,40.5156251,-79.9695197,,
308,104380926,40.5155923,-79.9708165,,
309,104381084,40.4684177,-80.0146553,,Perry South
310,104381097,40.4686462,-80.0151025,,Perry South
311,104381898,40.4626314,-80.0308763,,Marshall-Shadeland
312,104381908,40.4627159,-80.0303882,,Marshall-Shadeland
313,104382083,40.481648,-79.99115,,
314,104382684,40.3853825,-80.0266658,,
315,104382973,40.3727796,-79.8562165,,
316,104382981,40.3730915,-79.8571227,,
317,104382990,40.3735402,-79.857652,,
318,104383226,40.4529283,-79.9013576,,Point Breeze North
319,104383352,40.4444714,-79.9419585,,Squirrel Hill North
320,106087409,40.4460027,-79.9422545,,Squirrel Hill North
321,104383836,40.37361,-79.872145,,
322,104383857,40.4228043,-79.9682917,,South Side Slopes
323,104384402,40.5370463,-80.0219904,,
324,104384410,40.53752,-80.0212139,,
325,104384495,40.4300315,-80.0499028,,Westwood
326,104384486,40.4297178,-80.0496989,,Westwood
327,105716221,40.4288115,-80.0491099,,Westwood
328,104384809,40.4470474,-80.0490498,,Crafton Heights
329,104386304,40.4343764,-80.0829489,,
330,104386314,40.43291,-80.0834153,,
331,104386856,40.4029158,-79.9143483,,
332,104386859,40.4030954,-79.9141194,,
333,104389918,40.3536106,-79.8378608,,
334,104389930,40.3532985,-79.8379979,,
335,104389979,40.510897,-80.0239846,,
336,104391378,40.5141802,-79.943511,,
337,104391386,40.5143608,-79.9433641,,
338,104391395,40.3652023,-79.8063703,,
339,104391400,40.3656571,-79.8055679,,
340,104391536,40.4377458,-80.0585629,,
341,104391550,40.4379209,-80.05799,,Crafton Heights
342,104391964,40.4156663,-79.8301373,,
343,104391972,40.4157173,-79.8295821,,
344,5717489827,40.3597569,-79.8342607,,
345,104392536,40.3750115,-80.0553715,,
346,104392544,40.3746915,-80.053584,,
347,393581161,40.4552225,-79.9199224,,Shadyside
348,393581160,40.4549821,-79.9189443,,Shadyside
349,104396829,40.4463436,-79.9373534,,Squirrel Hill North
350,104397116,40.4016297,-79.9395348,,Hazelwood
351,104397126,40.4019399,-79.9391739,,Hazelwood
352,104398367,40.4486661,-79.8883295,,Homewood South
353,104398456,40.3532906,-79.8307806,,
354,104398467,40.3527368,-79.831366,,
355,104399620,40.4340669,-79.8840014,,
356,104399664,40.4343741,-79.8847882,,
357,104399682,40.4364577,-79.882428,,
358,104399692,40.4360736,-79.8813456,,
359,104400135,40.4206073,-79.9227378,,Squirrel Hill South
360,104400186,40.4192914,-79.9226546,,Squirrel Hill South
361,104400247,40.4425749,-80.0407458,,Elliott
362,104401076,40.4769068,-79.989012,,Spring Garden
363,104401091,40.4763125,-79.9893329,,Spring Garden
364,687459978,40.3944571,-79.8039845,,
365,104403176,40.3948207,-79.803896,,
366,104403295,40.4410405,-80.0416697,,Elliott
367,104404531,40.3979804,-79.8395234,,
368,687413872,40.398344,-79.839483,,
369,104404630,40.3950177,-80.0334596,,
370,312087388,40.4566487,-80.0295259,,Chateau
371,104436853,40.5305278,-79.9642691,,
372,4598378865,40.5292838,-79.9642319,,
373,104437250,40.3432369,-79.8701938,,
374,104437341,40.3449385,-79.8694471,,
375,105034263,40.4675741,-80.0690421,,
376,104440911,40.358672,-80.1039304,,
377,104441571,40.3728617,-79.9166708,,Lincoln Place
378,104441585,40.372588,-79.9149042,,Lincoln Place
379,104442105,40.4174236,-80.0098096,,Beltzhoover
380,715419095,40.3547882,-80.1152599,,
381,104442738,40.4493258,-79.968814,,Middle Hill
382,104443105,40.4337325,-79.8858474,,
383,104443172,40.456886,-80.0241639,,Manchester
384,104443350,40.4563834,-79.8898763,,Homewood North
385,1766679052,40.4564464,-79.8901557,,Homewood North
386,104694800,40.468077,-80.0192078,,Perry South
387,104443938,40.5160989,-79.9560056,,
388,104443949,40.5161051,-79.9557454,,
389,104446714,40.4352605,-80.0818327,,
390,104446726,40.4343744,-80.0817891,,
391,104446741,40.4328219,-80.0817658,,
392,842903875,40.5172388,-79.9584786,,
393,104447935,40.5172775,-79.957065,,
394,104447945,40.5173122,-79.9561906,,
395,104448942,40.4390872,-80.0282561,,Duquesne Heights
396,104448995,40.3771566,-79.983606,,
397,104449001,40.3786106,-79.9854659,,
398,2515546473,40.490663,-80.032639,,Brighton Heights
399,104449221,40.4906499,-80.033611,,Brighton Heights
400,104449245,40.4909579,-80.0345073,,
401,104449260,40.3554337,-79.9968275,,
402,104449271,40.3556514,-79.9965806,,
403,104450551,40.4661817,-79.8678112,,
404,104450562,40.465293,-79.8679332,,
405,104450852,40.5125699,-79.9428338,,
406,104450862,40.5122918,-79.943037,,
407,104450880,40.4440914,-80.0558479,,Crafton Heights
408,104450886,40.4438264,-80.0557922,,
409,104450949,40.4387806,-79.9746674,,West Oakland
410,104451117,40.3440639,-79.8264766,,
411,1674670740,40.3436986,-79.8263194,,
412,104451147,40.5090033,-79.8360839,,
413,3468898836,40.5090474,-79.8389055,,
414,104451871,40.4144013,-79.9697884,,Arlington
415,104452247,40.4993612,-79.8546096,,
416,104452258,40.4995642,-79.8552256,,
417,104779324,40.5265577,-80.0239327,,
418,105034615,40.52926,-80.022396,,
419,104452636,40.5341439,-79.9368312,,
420,104453255,40.4157052,-79.845516,,
421,104453283,40.4152058,-79.8461446,,
422,104454172,40.3429854,-80.0264677,,
423,104454190,40.3427908,-80.0240011,,
424,104454268,40.415898,-79.9405435,,Hazelwood
425,104455264,40.4303167,-79.885408,,
426,104455688,40.4233416,-79.921827,,Squirrel Hill South
427,104455812,40.3498914,-79.8720263,,
428,104455837,40.349154,-79.8720441,,
429,104455845,40.3481883,-79.8720699,,
430,104455850,40.3476733,-79.872069,,
431,104455945,40.401506,-80.0028821,,Brookline
432,104456481,40.4861368,-79.9473881,,Upper Lawrenceville
433,104456505,40.4789106,-79.9479712,,Upper Lawrenceville
434,104456583,40.3605126,-80.1144923,,
435,104456571,40.3611413,-80.1148875,,
436,104456943,40.410885,-79.8743797,,
437,104456951,40.4106735,-79.8739052,,
438,104457679,40.4771029,-79.9135997,,Highland Park
439,104459261,40.4843516,-80.0619425,,
440,104459886,40.4777336,-80.0177999,,Perry North
441,104460121,40.5041615,-79.8372494,,
442,104460131,40.5040953,-79.8358877,,
443,105123170,40.4518218,-80.0096105,,Allegheny Center
444,104460989,40.4513698,-80.0094508,,Allegheny Center
445,104461125,40.4507367,-80.0536251,,Crafton Heights
446,104461466,40.406174300000004,-79.9311097,,Glen Hazel
447,104461471,40.4064171,-79.9310684,,Glen Hazel
448,104789733,40.4077664,-79.8956546,,
